crop_id,dataset_path,polygon_rank_x,joint_position,board,package,cell,viewpoint,class,group_id,split,split_hash
SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_44_48_Pro_C10.jpg#1,SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_44_48_Pro_C10.jpg,1,left,CS6,C0805,CS6/C0805,V2.1,excess,manual_074,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_44_48_Pro_C10.jpg#2,SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_44_48_Pro_C10.jpg,2,right,CS6,C0805,CS6/C0805,V2.1,spike,manual_074,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_46_05_Pro_C12.jpg#1,SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_46_05_Pro_C12.jpg,1,left,CS6,C0805,CS6/C0805,V2.1,excess,manual_075,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_46_05_Pro_C12.jpg#2,SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_46_05_Pro_C12.jpg,2,right,CS6,C0805,CS6/C0805,V2.1,normal,manual_075,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_46_20_Pro_C13.jpg#1,SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_46_20_Pro_C13.jpg,1,left,CS6,C0805,CS6/C0805,V2.1,excess,manual_076,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_46_20_Pro_C13.jpg#2,SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_46_20_Pro_C13.jpg,2,right,CS6,C0805,CS6/C0805,V2.1,spike,manual_076,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_46_35_Pro_C14.jpg#1,SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_46_35_Pro_C14.jpg,1,left,CS6,C0805,CS6/C0805,V2.1,excess,manual_077,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_46_35_Pro_C14.jpg#2,SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_46_35_Pro_C14.jpg,2,right,CS6,C0805,CS6/C0805,V2.1,excess,manual_077,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_49_16_Pro_C1.jpg#1,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_49_16_Pro_C1.jpg,1,left,CS6,C0805,CS6/C0805,V2,spike,manual_078,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_49_16_Pro_C1.jpg#2,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_49_16_Pro_C1.jpg,2,right,CS6,C0805,CS6/C0805,V2,excess,manual_078,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_49_25_Pro_C2.jpg#1,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_49_25_Pro_C2.jpg,1,left,CS6,C0805,CS6/C0805,V2,excess,manual_079,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_49_25_Pro_C2.jpg#2,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_49_25_Pro_C2.jpg,2,right,CS6,C0805,CS6/C0805,V2,excess,manual_079,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_49_34_Pro_C3.jpg#1,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_49_34_Pro_C3.jpg,1,left,CS6,C0805,CS6/C0805,V2,spike,manual_080,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_49_34_Pro_C3.jpg#2,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_49_34_Pro_C3.jpg,2,right,CS6,C0805,CS6/C0805,V2,normal,manual_080,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_49_43_Pro_C4.jpg#1,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_49_43_Pro_C4.jpg,1,left,CS6,C0805,CS6/C0805,V2,excess,manual_081,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_49_43_Pro_C4.jpg#2,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_49_43_Pro_C4.jpg,2,right,CS6,C0805,CS6/C0805,V2,excess,manual_081,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_49_53_Pro_C5.jpg#1,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_49_53_Pro_C5.jpg,1,left,CS6,C0805,CS6/C0805,V2,normal,manual_082,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_49_53_Pro_C5.jpg#2,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_49_53_Pro_C5.jpg,2,right,CS6,C0805,CS6/C0805,V2,excess,manual_082,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_50_02_Pro_C6.jpg#1,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_50_02_Pro_C6.jpg,1,left,CS6,C0805,CS6/C0805,V2,normal,manual_083,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_50_02_Pro_C6.jpg#2,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_50_02_Pro_C6.jpg,2,right,CS6,C0805,CS6/C0805,V2,excess,manual_083,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_50_13_Pro_C7.jpg#1,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_50_13_Pro_C7.jpg,1,left,CS6,C0805,CS6/C0805,V2,spike,manual_071,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_50_13_Pro_C7.jpg#2,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_50_13_Pro_C7.jpg,2,right,CS6,C0805,CS6/C0805,V2,excess,manual_071,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_50_25_Pro_C8.jpg#1,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_50_25_Pro_C8.jpg,1,left,CS6,C0805,CS6/C0805,V2,spike,manual_072,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_50_25_Pro_C8.jpg#2,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_50_25_Pro_C8.jpg,2,right,CS6,C0805,CS6/C0805,V2,excess,manual_072,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_50_38_Pro_C9.jpg#1,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_50_38_Pro_C9.jpg,1,left,CS6,C0805,CS6/C0805,V2,excess,manual_073,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_50_38_Pro_C9.jpg#2,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_50_38_Pro_C9.jpg,2,right,CS6,C0805,CS6/C0805,V2,excess,manual_073,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_51_02_Pro_C10.jpg#1,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_51_02_Pro_C10.jpg,1,left,CS6,C0805,CS6/C0805,V2,spike,manual_074,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_51_02_Pro_C10.jpg#2,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_51_02_Pro_C10.jpg,2,right,CS6,C0805,CS6/C0805,V2,excess,manual_074,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_51_39_Pro_C11.jpg#1,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_51_39_Pro_C11.jpg,1,left,CS6,C0805,CS6/C0805,V2,normal,manual_084,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_51_39_Pro_C11.jpg#2,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_51_39_Pro_C11.jpg,2,right,CS6,C0805,CS6/C0805,V2,excess,manual_084,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_51_51_Pro_C12.jpg#1,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_51_51_Pro_C12.jpg,1,left,CS6,C0805,CS6/C0805,V2,excess,manual_075,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_51_51_Pro_C12.jpg#2,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_51_51_Pro_C12.jpg,2,right,CS6,C0805,CS6/C0805,V2,excess,manual_075,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_52_04_Pro_C13.jpg#1,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_52_04_Pro_C13.jpg,1,left,CS6,C0805,CS6/C0805,V2,spike,manual_076,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_52_04_Pro_C13.jpg#2,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_52_04_Pro_C13.jpg,2,right,CS6,C0805,CS6/C0805,V2,excess,manual_076,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_52_16_Pro_C14.jpg#1,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_52_16_Pro_C14.jpg,1,left,CS6,C0805,CS6/C0805,V2,normal,manual_077,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_52_16_Pro_C14.jpg#2,SolDef_AI/Dataset/CS6/C0805/V2/WIN_20220408_13_52_16_Pro_C14.jpg,2,right,CS6,C0805,CS6/C0805,V2,excess,manual_077,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_13_28_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_13_28_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,spike,manual_085,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_13_28_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_13_28_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,insufficient,manual_085,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_13_37_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_13_37_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,excess,manual_086,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_13_37_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_13_37_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,spike,manual_086,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_13_49_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_13_49_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,excess,manual_087,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_13_49_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_13_49_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,insufficient,manual_087,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_14_00_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_14_00_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,excess,manual_088,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_14_00_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_14_00_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,spike,manual_088,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_14_11_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_14_11_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,excess,manual_089,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_14_11_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_14_11_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,spike,manual_089,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_14_21_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_14_21_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,normal,manual_090,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_14_21_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_14_21_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,normal,manual_090,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_14_34_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_14_34_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,insufficient,manual_091,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_14_34_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_14_34_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,insufficient,manual_091,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_14_47_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_14_47_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,excess,manual_092,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_14_47_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_14_47_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,normal,manual_092,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_14_57_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_14_57_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,excess,manual_093,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_14_57_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_14_57_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,excess,manual_093,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_15_16_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_15_16_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,spike,manual_094,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_15_16_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_15_16_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,normal,manual_094,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_24_18_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_24_18_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,excess,manual_095,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_24_18_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_24_18_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,excess,manual_095,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_24_30_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_24_30_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,spike,manual_096,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_24_30_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_24_30_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,excess,manual_096,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_24_40_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_24_40_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,spike,manual_097,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_24_40_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_24_40_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,excess,manual_097,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_24_59_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_24_59_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,normal,manual_098,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_24_59_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_24_59_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,excess,manual_098,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_25_22_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_25_22_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,insufficient,manual_099,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_25_22_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_25_22_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,excess,manual_099,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_25_34_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_25_34_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,spike,manual_100,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_25_34_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_25_34_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,excess,manual_100,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_25_56_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_25_56_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,normal,manual_101,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_25_56_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_25_56_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,excess,manual_101,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_26_07_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_26_07_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,normal,manual_102,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_26_07_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_26_07_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,excess,manual_102,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_26_31_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_26_31_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,normal,manual_103,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_26_31_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_26_31_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,excess,manual_103,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_26_45_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_26_45_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,normal,manual_104,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_26_45_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_26_45_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,excess,manual_104,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_27_01_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_27_01_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,normal,manual_105,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_27_01_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_27_01_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,normal,manual_105,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
